"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","V M CHETTIAR&SONS INDIA LLP","SELL","35,07,100","1,403.00","-"
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VISWANATHA MURUGESA BALASUBRAMANIAM","SELL","6,91,776","1,403.00","-"
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VISWANATHA MURUGESAN GANGADHARAM","SELL","6,91,776","1,403.00","-"
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VISWANATHAN MURUGESA KUMARESAN","SELL","6,91,776","1,403.00","-"
"25-MAR-2022","BUTTERFLY","Btrfly Gandhi Appl Ltd","VIWANATHAN MURUGESACHETTIAR LAKSHMINARAYANAN","SELL","6,91,776","1,403.00","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ADITYA BIRLA SUN LIFE MUTUAL FUND A/C ADITYA BIRLA SUN LIFE ENHANCED ARBITRAGE FUND","BUY","8,30,000","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","AVENDUS ABSOLUTE RETURN FUND","BUY","3,39,526","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","AVENDUS CAPITAL PUBLIC MARKETS ALTERNATE STRATEGIES LLP (ABSPMS)","BUY","1,69,763","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","BOFA SECURITIES EUROPE SA","BUY","3,56,460","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","CANADA PENSION PLAN INVESTMENT BOARD","SELL","55,83,625","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD","BUY","96,244","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","COPTHALL MAURITIUS INVESTMENT LTD","BUY","96,244","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","GOLDMAN SACHS (SINGAPORE) PTE ODI","BUY","96,244","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","GOLDMAN SACHS INVESTMENTS (MAURITIUS) I LIMITED- SHORT TERM","BUY","1,88,924","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","GOVERNMENT OF SINGAPORE","BUY","7,25,075","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BANKING & FINANCIAL SERVICES FUND","BUY","42,839","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL BUSINESS CYCLE FUND","BUY","80,322","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL EQUITY & DEBT FUND","BUY","2,14,194","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL LARGE & MID CAP FUND","BUY","2,14,193","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL MIDCAP FUND","BUY","1,71,355","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","ICICI PRUDENTIAL MUTUAL FUND A/C ICICI PRUDENTIAL REGULAR SAVINGS FUND","BUY","1,07,097","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","IIFL ASIA OPPORTUNITIES FUND VCC","BUY","96,244","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","INTEGRATED CORE STRATEGIES (ASIA) PTE.LTD.","BUY","7,12,921","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MIRAE ASSE INDIA SECTOR LEADER EQ UITY FUND","BUY","72,651","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MIRAE ASSET ASIA SECTOR LEADER EQUITY FUND","BUY","1,05,579","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MIRAE ASSET MUTUAL FUND A/C MIRAE ASSET LARGE CAP FUN","BUY","96,244","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","MONETARY AUTHORITY OF SINGAPORE","BUY","1,04,925","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","SOCIETE GENERALE","BUY","4,52,705","1,068.35","-"
"29-MAR-2022","SBILIFE","SBI Life Insurance Co Ltd","TARISH INVESTMENT AND TRADING COMPANY PRIVATE LIMITED","BUY","2,13,876","1,068.35","-"
"06-APR-2022","JAIBALAJI","Jai Balaji Industries Ltd","SANTOSH INDUSTRIES LTD","BUY","32,00,000","46.60","-"
"06-APR-2022","JAIBALAJI","Jai Balaji Industries Ltd","THE GMO EMERGING ILLIQUID MAURITIUS FUND","SELL","32,00,000","46.60","-"
"21-APR-2022","BARBEQUE","Barbeque Nation Hosp. Ltd","ASHISH RAMESH KACHOLIA","BUY","2,53,004","1,163.00","-"
"21-APR-2022","BARBEQUE","Barbeque Nation Hosp. Ltd","EVEREST FINANCE AND INVESTMENT COMPANY","BUY","2,52,500","1,163.00","-"
"21-APR-2022","BARBEQUE","Barbeque Nation Hosp. Ltd","MENU PRIVATE LIMITED","SELL","5,05,504","1,163.00","-"
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","ABAKKUS GROWTH FUND-2","BUY","20,05,000","225.10","-"
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","ALLIED COMMODITIES PRIVATE LIMITED","SELL","8,50,000","225.10","-"
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","BALGOPAL COMMERCIAL LIMITED","SELL","5,80,000","225.10","-"
"04-MAY-2022","JKIL","J.Kumar Infraprojects Lim","INTELLECT STOCK BROKING LIMITED","SELL","5,75,000","225.10","-"
"20-MAY-2022","GODREJAGRO","Godrej Agrovet Limited","GODREJ INDUSTRIES LTD","BUY","40,00,000","492.60","-"
"20-MAY-2022","GODREJAGRO","Godrej Agrovet Limited","V-SCIENCES INVESTMENTS PTE LTD","SELL","40,00,000","492.60","-"
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","AD INVESTORS FUND LP","BUY","4,05,75,100","36.65","-"
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","CD INVESTORS FUND LP","BUY","3,36,07,200","36.65","-"
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DECCAN VALUE INVESTORS BPI FUND LP","BUY","95,07,500","36.65","-"
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DECCAN VALUE INVESTORS FUND LP","BUY","5,88,81,100","36.65","-"
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DVG 1740 FUND LP","BUY","2,77,94,700","36.65","-"
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DVI FUND MAURITIUS LIMITED","SELL","8,36,89,800","36.65","-"
"24-MAY-2022","GMRINFRA","GMR Infrastructure Limite","DVI FUND MAURITIUS LIMITED","SELL","8,66,75,800","36.65","-"
"01-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","AASIA EXPORTS","SELL","11,00,000","380.00","-"
"01-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","HINDUJA GROUP LIMITED","BUY","2,75,000","380.00","-"
"01-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","HINDUJA REALTY VENTURES LIMITED","BUY","8,25,000","380.00","-"
"02-JUN-2022","DYNAMATECH","Dynamatic Technologies","CHRISTINE HODEN INDIA PVT LTD","BUY","53,000","1,915.00","-"
"02-JUN-2022","DYNAMATECH","Dynamatic Technologies","WAVELL INVESTMENT PVT LTD","SELL","53,000","1,915.00","-"
"03-JUN-2022","SELAN","Selan Exploration Technol","RAJ KAPUR","SELL","12,00,000","199.00","-"
"03-JUN-2022","SELAN","Selan Exploration Technol","WINTON ROAVIC LLP","BUY","12,00,000","199.00","-"
"07-JUN-2022","SAREGAMA","Saregama India Ltd.","QUEST CAPITAL MARKETS LIMITED","BUY","5,60,000","428.00","-"
"07-JUN-2022","SAREGAMA","Saregama India Ltd.","SARALA REAL ESTATE LIMITED","SELL","5,60,000","428.00","-"
"08-JUN-2022","SELAN","Selan Exploration Technol","ROHINI KAPUR","SELL","11,00,000","199.00","-"
"08-JUN-2022","SELAN","Selan Exploration Technol","WINTON ROAVIC LLP","BUY","11,00,000","199.00","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","ABAKKUS GROWTH FUND-2","BUY","3,10,000","325.10","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","AVENDUS ABSOLUTE RETURN FUND","BUY","3,11,358","325.10","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","CDC GROUP PLC","SELL","91,93,312","325.10","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","EMPLOYEES PROVIDENT FUND","BUY","5,00,000","325.10","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","L&T MUTUAL FUND","BUY","4,87,000","325.10","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","MAX LIFE INSURANCE COMPANY LIMITED","BUY","24,60,000","325.10","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","NOMURA FUNDS IRELAND PLC - NOMURA FUNDS IRELAND INDIA EQUITY FUND","BUY","6,50,406","325.10","-"
"10-JUN-2022","IIFL","IIFL Finance Limited","NOMURA INDIA INVESTMENT FUND MOTHER FUND","BUY","44,74,548","325.10","-"
"13-JUN-2022","UFLEX","UFLEX Limited","FLEX INTERNATIONAL PVT LTD","BUY","3,65,000","585.00","-"
"13-JUN-2022","UFLEX","UFLEX Limited","MONTAGE ENTERPRISES P LTD","SELL","3,65,000","585.00","-"
"15-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","AASIA EXPORTS","SELL","8,13,123","357.25","-"
"15-JUN-2022","NXTDIGITAL","NXTDIGITAL LIMITED","HINDUJA REALTY VENTURES LIMITED","BUY","8,13,123","357.25","-"
"23-JUN-2022","KBCGLOBAL","KBC Global Limited","ELM PARK FUND LIMITED","SELL","3,40,00,000","3.50","-"
"23-JUN-2022","KBCGLOBAL","KBC Global Limited","SUMIT P DESAI (HUF)","BUY","3,40,00,000","3.50","-"
"25-JUL-2022","ACC","ACC Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","88,796","2,191.95","-"
"25-JUL-2022","ACC","ACC Limited","ISHARES MSCI INDIA ETF","BUY","88,796","2,191.95","-"
"25-JUL-2022","ADANIENT","Adani Enterprises Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,24,759","2,499.40","-"
"25-JUL-2022","ADANIENT","Adani Enterprises Limited","ISHARES MSCI INDIA ETF","BUY","3,24,759","2,499.40","-"
"25-JUL-2022","ADANIGREEN","Adani Green Energy Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,69,463","2,120.45","-"
"25-JUL-2022","ADANIGREEN","Adani Green Energy Ltd","ISHARES MSCI INDIA ETF","BUY","3,69,463","2,120.45","-"
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES INDIA 50 ETF","BUY","1,14,431","754.25","-"
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","6,02,896","754.25","-"
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES INDIA MAURITIUS CO","SELL","1,14,431","754.25","-"
"25-JUL-2022","ADANIPORTS","ADANI PORT & SEZ LTD","ISHARES MSCI INDIA ETF","BUY","6,02,896","754.25","-"
"25-JUL-2022","ADANIPOWER","Adani Power Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","9,10,520","291.30","-"
"25-JUL-2022","ADANIPOWER","Adani Power Limited","ISHARES MSCI INDIA ETF","BUY","9,10,520","291.30","-"
"25-JUL-2022","ADANITRANS","Adani Transmission Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,24,759","2,977.45","-"
"25-JUL-2022","ADANITRANS","Adani Transmission Ltd","ISHARES MSCI INDIA ETF","BUY","3,24,759","2,977.45","-"
"25-JUL-2022","AMBUJACEM","Ambuja Cements Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","7,04,572","372.55","-"
"25-JUL-2022","AMBUJACEM","Ambuja Cements Ltd","ISHARES MSCI INDIA ETF","BUY","7,04,572","372.55","-"
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES INDIA 50 ETF","BUY","14,399","4,125.30","-"
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,18,881","4,125.30","-"
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES INDIA MAURITIUS CO","SELL","14,399","4,125.30","-"
"25-JUL-2022","APOLLOHOSP","Apollo Hospitals Ltd","ISHARES MSCI INDIA ETF","BUY","1,18,881","4,125.30","-"
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES INDIA 50 ETF","BUY","71,183","3,067.40","-"
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","4,53,074","3,067.40","-"
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES INDIA MAURITIUS CO","SELL","71,183","3,067.40","-"
"25-JUL-2022","ASIANPAINT","Asian Paints Limited","ISHARES MSCI INDIA ETF","BUY","4,53,074","3,067.40","-"
"25-JUL-2022","ATGL","Adani Total Gas Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,24,759","2,874.20","-"
"25-JUL-2022","ATGL","Adani Total Gas Limited","ISHARES MSCI INDIA ETF","BUY","3,24,759","2,874.20","-"
"25-JUL-2022","AUBANK","AU Small Finance Bank Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,86,158","582.35","-"
"25-JUL-2022","AUBANK","AU Small Finance Bank Ltd","ISHARES MSCI INDIA ETF","BUY","1,86,158","582.35","-"
"25-JUL-2022","AUROPHARMA","Aurobindo Pharma Ltd.","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,11,432","550.95","-"
"25-JUL-2022","AUROPHARMA","Aurobindo Pharma Ltd.","ISHARES MSCI INDIA ETF","BUY","3,11,432","550.95","-"
"25-JUL-2022","AXISBANK","Axis Bank Limited","ISHARES INDIA 50 ETF","BUY","4,14,852","730.75","-"
"25-JUL-2022","AXISBANK","Axis Bank Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","25,34,085","730.75","-"
"25-JUL-2022","AXISBANK","Axis Bank Limited","ISHARES INDIA MAURITIUS CO","SELL","4,14,852","730.75","-"
"25-JUL-2022","AXISBANK","Axis Bank Limited","ISHARES MSCI INDIA ETF","BUY","25,34,085","730.75","-"
"25-JUL-2022","BAJAJ-AUTO","Bajaj Auto Limited","ISHARES INDIA 50 ETF","BUY","21,020","4,054.50","-"
"25-JUL-2022","BAJAJ-AUTO","Bajaj Auto Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","82,023","4,054.50","-"
"25-JUL-2022","BAJAJ-AUTO","Bajaj Auto Limited","ISHARES INDIA MAURITIUS CO","SELL","21,020","4,054.50","-"
"25-JUL-2022","BAJAJ-AUTO","Bajaj Auto Limited","ISHARES MSCI INDIA ETF","BUY","82,023","4,054.50","-"
"25-JUL-2022","BAJAJFINSV","Bajaj Finserv Limited","ISHARES INDIA 50 ETF","BUY","9,607","12,754.25","-"
"25-JUL-2022","BAJAJFINSV","Bajaj Finserv Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","45,113","12,754.25","-"
"25-JUL-2022","BAJAJFINSV","Bajaj Finserv Limited","ISHARES INDIA MAURITIUS CO","SELL","9,607","12,754.25","-"
"25-JUL-2022","BAJAJFINSV","Bajaj Finserv Limited","ISHARES MSCI INDIA ETF","BUY","45,113","12,754.25","-"
"25-JUL-2022","BAJFINANCE","Bajaj Finance Limited","ISHARES INDIA 50 ETF","BUY","42,003","6,258.25","-"
"25-JUL-2022","BAJFINANCE","Bajaj Finance Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,20,500","6,258.25","-"
"25-JUL-2022","BAJFINANCE","Bajaj Finance Limited","ISHARES INDIA MAURITIUS CO","SELL","42,003","6,258.25","-"
"25-JUL-2022","BAJFINANCE","Bajaj Finance Limited","ISHARES MSCI INDIA ETF","BUY","3,20,500","6,258.25","-"
"25-JUL-2022","BALKRISIND","Balkrishna Ind. Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","91,430","2,271.40","-"
"25-JUL-2022","BALKRISIND","Balkrishna Ind. Ltd","ISHARES MSCI INDIA ETF","BUY","91,430","2,271.40","-"
"25-JUL-2022","BANDHANBNK","Bandhan Bank Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","7,18,484","286.00","-"
"25-JUL-2022","BANDHANBNK","Bandhan Bank Limited","ISHARES MSCI INDIA ETF","BUY","7,18,484","286.00","-"
"25-JUL-2022","BEL","Bharat Electronics Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","14,38,973","266.80","-"
"25-JUL-2022","BEL","Bharat Electronics Ltd","ISHARES MSCI INDIA ETF","BUY","14,38,973","266.80","-"
"25-JUL-2022","BERGEPAINT","Berger Paints (I) Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","2,86,819","589.40","-"
"25-JUL-2022","BERGEPAINT","Berger Paints (I) Ltd","ISHARES MSCI INDIA ETF","BUY","2,86,819","589.40","-"
"25-JUL-2022","BHARATFORG","Bharat Forge Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,02,712","706.60","-"
"25-JUL-2022","BHARATFORG","Bharat Forge Ltd","ISHARES MSCI INDIA ETF","BUY","3,02,712","706.60","-"
"25-JUL-2022","BHARTIARTL","Bharti Airtel Limited","ISHARES INDIA 50 ETF","BUY","3,73,744","678.85","-"
"25-JUL-2022","BHARTIARTL","Bharti Airtel Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","25,94,729","678.85","-"
"25-JUL-2022","BHARTIARTL","Bharti Airtel Limited","ISHARES INDIA MAURITIUS CO","SELL","3,73,744","678.85","-"
"25-JUL-2022","BHARTIARTL","Bharti Airtel Limited","ISHARES MSCI INDIA ETF","BUY","25,94,729","678.85","-"
"25-JUL-2022","BIOCON","Biocon Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","4,96,326","327.55","-"
"25-JUL-2022","BIOCON","Biocon Limited","ISHARES MSCI INDIA ETF","BUY","4,96,326","327.55","-"
"25-JUL-2022","BPCL","Bharat Petroleum Ltd","ISHARES INDIA 50 ETF","BUY","1,53,525","320.30","-"
"25-JUL-2022","BPCL","Bharat Petroleum Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","10,21,642","320.30","-"
"25-JUL-2022","BPCL","Bharat Petroleum Ltd","ISHARES INDIA MAURITIUS CO","SELL","1,53,525","320.30","-"
"25-JUL-2022","BPCL","Bharat Petroleum Ltd","ISHARES MSCI INDIA ETF","BUY","10,21,642","320.30","-"
"25-JUL-2022","BRITANNIA","Britannia Ind Ltd.","ISHARES INDIA 50 ETF","BUY","16,861","3,871.45","-"
"25-JUL-2022","BRITANNIA","Britannia Ind Ltd.","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,28,026","3,871.45","-"
"25-JUL-2022","BRITANNIA","Britannia Ind Ltd.","ISHARES INDIA MAURITIUS CO","SELL","16,861","3,871.45","-"
"25-JUL-2022","BRITANNIA","Britannia Ind Ltd.","ISHARES MSCI INDIA ETF","BUY","1,28,026","3,871.45","-"
"25-JUL-2022","CHOLAFIN","Cholamandalam In & Fin Co","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","4,84,788","685.90","-"
"25-JUL-2022","CHOLAFIN","Cholamandalam In & Fin Co","ISHARES MSCI INDIA ETF","BUY","4,84,788","685.90","-"
"25-JUL-2022","CIPLA","Cipla Ltd","ISHARES INDIA 50 ETF","BUY","83,265","972.10","-"
"25-JUL-2022","CIPLA","Cipla Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","5,71,776","972.10","-"
"25-JUL-2022","CIPLA","Cipla Ltd","ISHARES INDIA MAURITIUS CO","SELL","83,265","972.10","-"
"25-JUL-2022","CIPLA","Cipla Ltd","ISHARES MSCI INDIA ETF","BUY","5,71,776","972.10","-"
"25-JUL-2022","COALINDIA","Coal India Ltd","ISHARES INDIA 50 ETF","BUY","3,29,273","197.10","-"
"25-JUL-2022","COALINDIA","Coal India Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","18,19,753","197.10","-"
"25-JUL-2022","COALINDIA","Coal India Ltd","ISHARES INDIA MAURITIUS CO","SELL","3,29,273","197.10","-"
"25-JUL-2022","COALINDIA","Coal India Ltd","ISHARES MSCI INDIA ETF","BUY","18,19,753","197.10","-"
"25-JUL-2022","COLPAL","Colgate Palmolive (India)","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,44,736","1,605.90","-"
"25-JUL-2022","COLPAL","Colgate Palmolive (India)","ISHARES MSCI INDIA ETF","BUY","1,44,736","1,605.90","-"
"25-JUL-2022","CONCOR","Container Corp of India","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,24,158","675.20","-"
"25-JUL-2022","CONCOR","Container Corp of India","ISHARES MSCI INDIA ETF","BUY","3,24,158","675.20","-"
"25-JUL-2022","DABUR","Dabur India Ltd.","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","7,30,828","576.30","-"
"25-JUL-2022","DABUR","Dabur India Ltd.","ISHARES MSCI INDIA ETF","BUY","7,30,828","576.30","-"
"25-JUL-2022","DIVISLAB","Divi","ISHARES INDIA 50 ETF","BUY","20,608","3,796.75","-"
"25-JUL-2022","DIVISLAB","Divi","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,56,777","3,796.75","-"
"25-JUL-2022","DIVISLAB","Divi","ISHARES INDIA MAURITIUS CO","SELL","20,608","3,796.75","-"
"25-JUL-2022","DIVISLAB","Divi","ISHARES MSCI INDIA ETF","BUY","1,56,777","3,796.75","-"
"25-JUL-2022","DLF","DLF Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","7,30,422","360.15","-"
"25-JUL-2022","DLF","DLF Limited","ISHARES MSCI INDIA ETF","BUY","7,30,422","360.15","-"
"25-JUL-2022","DMART","Avenue Supermarts Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,91,281","3,963.40","-"
"25-JUL-2022","DMART","Avenue Supermarts Limited","ISHARES MSCI INDIA ETF","BUY","1,91,281","3,963.40","-"
"25-JUL-2022","DRREDDY","Dr. Reddys Lab Ltd","ISHARES INDIA 50 ETF","BUY","19,328","4,373.50","-"
"25-JUL-2022","DRREDDY","Dr. Reddys Lab Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,37,594","4,373.50","-"
"25-JUL-2022","DRREDDY","Dr. Reddys Lab Ltd","ISHARES INDIA MAURITIUS CO","SELL","19,328","4,373.50","-"
"25-JUL-2022","DRREDDY","Dr. Reddys Lab Ltd","ISHARES MSCI INDIA ETF","BUY","1,37,594","4,373.50","-"
"25-JUL-2022","EICHERMOT","Eicher Motors Ltd","ISHARES INDIA 50 ETF","BUY","22,407","3,147.60","-"
"25-JUL-2022","EICHERMOT","Eicher Motors Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,61,477","3,147.60","-"
"25-JUL-2022","EICHERMOT","Eicher Motors Ltd","ISHARES INDIA MAURITIUS CO","SELL","22,407","3,147.60","-"
"25-JUL-2022","EICHERMOT","Eicher Motors Ltd","ISHARES MSCI INDIA ETF","BUY","1,61,477","3,147.60","-"
"25-JUL-2022","GAIL","GAIL (India) Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","18,34,490","141.60","-"
"25-JUL-2022","GAIL","GAIL (India) Limited","ISHARES MSCI INDIA ETF","BUY","18,34,490","141.60","-"
"25-JUL-2022","GODREJCP","Godrej Cons Products Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","4,83,122","883.35","-"
"25-JUL-2022","GODREJCP","Godrej Cons Products Ltd","ISHARES MSCI INDIA ETF","BUY","4,83,122","883.35","-"
"25-JUL-2022","GODREJPROP","Godrej Properties Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","1,47,863","1,448.95","-"
"25-JUL-2022","GODREJPROP","Godrej Properties Ltd","ISHARES MSCI INDIA ETF","BUY","1,47,863","1,448.95","-"
"25-JUL-2022","GRASIM","Grasim Ind Ltd.","ISHARES INDIA 50 ETF","BUY","57,206","1,521.35","-"
"25-JUL-2022","GRASIM","Grasim Ind Ltd.","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","3,11,012","1,521.35","-"
"25-JUL-2022","GRASIM","Grasim Ind Ltd.","ISHARES INDIA MAURITIUS CO","SELL","57,206","1,521.35","-"
"25-JUL-2022","GRASIM","Grasim Ind Ltd.","ISHARES MSCI INDIA ETF","BUY","3,11,012","1,521.35","-"
"25-JUL-2022","HAVELLS","Havells India Limited","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","2,95,883","1,226.45","-"
"25-JUL-2022","HAVELLS","Havells India Limited","ISHARES MSCI INDIA ETF","BUY","2,95,883","1,226.45","-"
"25-JUL-2022","HCLTECH","HCL Technologies Ltd.","ISHARES INDIA 50 ETF","BUY","1,68,923","920.25","-"
"25-JUL-2022","HCLTECH","HCL Technologies Ltd.","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","12,82,081","920.25","-"
"25-JUL-2022","HCLTECH","HCL Technologies Ltd.","ISHARES INDIA MAURITIUS CO","SELL","1,68,923","920.25","-"
"25-JUL-2022","HCLTECH","HCL Technologies Ltd.","ISHARES MSCI INDIA ETF","BUY","12,82,081","920.25","-"
"25-JUL-2022","HDFC","HDFC Ltd.","ISHARES INDIA 50 ETF","BUY","2,84,928","2,295.95","-"
"25-JUL-2022","HDFC","HDFC Ltd.","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","20,33,075","2,295.95","-"
"25-JUL-2022","HDFC","HDFC Ltd.","ISHARES INDIA MAURITIUS CO","SELL","2,84,928","2,295.95","-"
"25-JUL-2022","HDFC","HDFC Ltd.","ISHARES MSCI INDIA ETF","BUY","20,33,075","2,295.95","-"
"25-JUL-2022","HDFCBANK","HDFC Bank Ltd.","ISHARES INDIA 50 ETF","BUY","6,85,922","1,392.50","-"
"25-JUL-2022","HDFCBANK","HDFC Bank Ltd.","ISHARES INDIA MAURITIUS CO","SELL","6,85,922","1,392.50","-"
"25-JUL-2022","HDFCLIFE","HDFC Life Ins Co Ltd","ISHARES INDIA 50 ETF","BUY","1,35,846","535.00","-"
"25-JUL-2022","HDFCLIFE","HDFC Life Ins Co Ltd","ISHARES INDIA INDEX MAURITIUS COMPANY","SELL","11,22,827","535.00","-"
"25-JUL-2022","HDFCLIFE","HDFC Life Ins Co Ltd","ISHARES INDIA MAURITIUS CO","SELL","1,35,846","535.00","-"
